Origin,Exact source,Cell_Type,Geneset_Enrichment,hs_protein,hs_gene,hs.total.genes,mm_protein,mm_gene,mm.total.genes,DOI
GOBP,GO:0010819,T cell,GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS,,ADAM10;CXCL13;STK39;TMEM102;CXCL10;S100A7;CCL5;CCL21;XCL1;WNK1;XCL2;ADAM17;CCR2;WNT5A;TNFSF14;OXSR1,16,,,,
GOBP,GO:2000523,T cell,GOBP_REGULATION_OF_T_CELL_COSTIMULATION,,LILRB2;LILRB4;CD160;CCR7;TNFSF4,5,,,,
GOBP,GO:0045580,T cell,GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION,,ADA;ADAM8;RASGRP1;LILRB2;BTN2A2;KAT5;BATF;FGL2;MALT1;SPINK5;LILRB4;DUSP10;NLRP3;CLPTM1;CR1;PIK3R6;RC3H1;IL23R;CTLA4;DTX1;EGR3;ARID2;ERBB2;FANCA;FANCD2;ZBTB1;FOXJ1;FOXO3;TMEM131L;IL27;ABL1;ZNF683;IL4I1;GATA3;KAT2A;PRELID1;IL36B;GLI2;GLI3;IFNL1;DROSHA;BRD7;TBX21;ANXA1;NCKAP1L;HLA-DOA;HLA-DRA;HLA-DRB1;HLA-G;HLX;HMGB1;CLEC4G;IFNA2;IFNB1;IFNG;IHH;IL2;IL2RA;IL2RG;IL4;IL4R;IL7;IL7R;IL12B;IL12RB1;IL15;IL18;IRF1;IRF4;ITPKB;JAK3;JUNB;RHOA;LAG3;LGALS9;RHOH;MIR21;MIR30B;SMAD7;CD46;MDK;NRARP;PNP;FOXP3;ZBTB7B;PCK1;LEF1;ACTL6B;IL23A;SASH3;RC3H2;PBRM1;PHF10;AMBRA1;PRKCZ;CRTAM;METTL3;CYP26B1;PSG9;ZMIZ1;BAD;ARID1B;SH3RF1;PTPN2;SLC46A2;PTPRC;RAG1;RAG2;RARA;ACTB;BCL6;CCL19;PRDM1;VSIR;NFKBIZ;KLHL25;SHB;SHH;BMP4;SLC4A2;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOD1;SOS1;SOS2;SOX4;SOX12;BRAF;STAT5B;SYK;TCF7;ZEB1;PRDX2;TGFBR2;TNFSF4;CCR2;WNT10B;XBP1;ZAP70;ZBTB16;NKAP;ZC3H12A;CAMK4;ARID1A;CARD11;ZC3H8;FOXN1;LOXL3;NFKBID;AP3B1;ACTL6A;RUNX1;RUNX3;CBFB;SOCS1;TNFSF9;RIPK2;IL1RL2;VNN1;AP3D1;TNFSF18;SART1;CD2;CD83;CD27;CD28;CD80;CD86;SOX13;SOCS5;CD74;TOX;TESPA1,180,,,,
GOBP,GO:0033081,T cell,GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,,ADA;ADAM8;RASGRP1;CLPTM1;EGR3;ERBB2;FOXJ1;TMEM131L;GLI2;CLEC4G;IHH;IL2RG;IL7R;PTPN2;RAG2;SHH;BMP4;SOD1;SOS1;SOS2;ZEB1;CAMK4;ZC3H8;FOXN1;VNN1;TOX;TESPA1,27,,,,
GOBP,GO:2000407,T cell,GOBP_REGULATION_OF_T_CELL_EXTRAVASATION,,RIPK3;CCR2;CD99L2;FADD;IL27RA,5,,,,
GOBP,GO:0001914,T cell,GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,,MICA;LILRB1;RIPK3;RAET1E;IL23R;RAET1L;AGER;FCGR2B;NCKAP1L;HFE;HLA-A;HLA-B;HLA-C;HLA-DRA;HLA-DRB1;HLA-E;HLA-F;HLA-G;HLA-H;MR1;RAET1G;IL7R;IL12A;IL12B;IL12RB1;KLRC1;KLRD1;MICB;P2RX7;IL23A;CYRIB;PPP3CB;B2M;PTPRC;PVR;NECTIN2;CEACAM1;XCL1;TAP2;ULBP3;ULBP2;ULBP1;STX7;FADD;CD1A;CD1B;CD1C;CD1D;CD1E;SLC22A13,50,,,,
GOBP,GO:0002840,T cell,GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,,AHR;IL4I1;HLA-DRB1;HLA-DRB3;MR1;HMGB1;HSPD1;FBXO38;SLC22A13,9,,,,
GOBP,GO:0002709,T cell,GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,,MICA;LILRB1;ARID5A;MALT1;LILRB4;RIPK3;NLRP3;CLC;RAET1E;IL23R;RAET1L;CD55;DENND1B;AGER;AHR;FCGR2B;ZBTB1;FUT7;IL4I1;GATA3;TBX21;NCKAP1L;HFE;HLA-A;HLA-B;HLA-C;HLA-DRA;HLA-DRB1;HLA-DRB3;HLA-E;HLA-F;HLA-G;HLA-H;MR1;HMGB1;HSPD1;CLEC4G;IFNA2;IFNB1;RAET1G;IL1B;IL1R1;IL4;IL6;IL7R;IL12A;IL12B;IL12RB1;IL18;KLRC1;KLRD1;ARG1;SMAD7;MICB;P2RX7;FOXP3;IL23A;CYRIB;IL20RB;SASH3;TRPM4;PPP3CB;PRKCZ;B2M;DUSP22;PTPRC;PVR;NECTIN2;CEACAM1;XCL1;NOD2;SLAMF1;MAP3K7;TAP2;TNFRSF1B;TRAF2;TRAF6;TNFSF4;CCR2;WAS;ZP3;FZD5;ULBP3;ULBP2;ULBP1;FBXO38;STX7;FADD;IL18R1;CD1A;CD1B;CD1C;CD1D;CD1E;RSAD2;SLC22A13;CD81,97,,,,
GOBP,GO:2000404,T cell,GOBP_REGULATION_OF_T_CELL_MIGRATION,,ADAM8;ADAM10;CXCL13;RIPK3;CORO1A;CCR6;SPNS2;CD200R1;CRK;CRKL;ECM1;AIF1;LRCH1;ABL1;ABL2;STK39;TMEM102;PYCARD;AIRE;APOD;APP;CXCL10;ITGA4;ITGB3;RHOA;GPR15LG;CD200;SELENOK;S100A7;CCL5;CCL20;CCL21;XCL1;CXCL12;WNK1;SPN;XCL2;ADAM17;CCR2;WNT5A;DOCK8;CD99L2;TNFSF14;TNFRSF14;FADD;IL27RA;RIPOR2;OXSR1,48,,,,
GOBP,GO:0050856,T cell,GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,,ADA;BTN2A2;CD226;MALT1;LILRB4;CD160;CD300A;CCR7;RC3H1;DUSP3;ELF1;PRKD2;PTPN22;GBP1;PHPT1;KCNN4;LCK;LGALS3;SH2D1A;PAWR;TRAT1;UBASH3A;PRNP;DUSP22;PTPN2;PTPN6;PTPRJ;NECTIN2;RELA;RPS3;CEACAM1;THY1;EZR;LAPTM5;PVRIG;SLA2;CARD11;IKBKG;DGKZ;CBLB;BCL10;RAB29;CD81;TESPA1,44,,,,
GOBP,GO:1904429,T cell,GOBP_REGULATION_OF_T_CIRCLE_FORMATION,,ERCC1;RTEL1;SLX1A;TERF2;XRCC5;SLX1B;SLX4,7,,,,
GOBP,GO:2000319,T cell,GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,,BATF;MALT1;RC3H1;IL23R;TBX21;IL2;IL4;IL12B;IL12RB1;JUNB;MIR21;SMAD7;FOXP3;ZBTB7B;IL23A;RC3H2;NFKBIZ;ZC3H12A;LOXL3;NFKBID;TNFSF18,21,,,,
GOBP,GO:2000328,T cell,GOBP_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT,,IL23R;TBX21;IL12B;IL12RB1;IL23A;LOXL3;TNFSF18,7,,,,
GOBP,GO:2000316,T cell,GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,,BATF;ARID5A;MALT1;RC3H1;IL23R;EPHB2;TBX21;NLRP10;IL2;IL4;IL12B;IL12RB1;JAK2;JUNB;MIR21;SMAD7;FOXP3;ZBTB7B;IL23A;RC3H2;PRKCQ;CARD9;NFKBIZ;CLEC7A;TYK2;ZC3H12A;LOXL3;NFKBID;TNFSF18;CLEC6A;IL27RA,31,,,,
GOBP,GO:0045625,T cell,GOBP_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION,,IL27;ANXA1;HLX;IL4R;JAK3;CCL19;TNFSF4;RIPK2;CD80;SOCS5,10,,,,
GOBP,GO:0002825,T cell,GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,,ARID5A;IL23R;IL27;TBX21;ANXA1;HLX;NLRP10;IL1B;IL1R1;IL4R;IL12B;IL12RB1;IL18;JAK3;IL23A;PLA2G4A;CCL19;XCL1;SLAMF1;SLC11A1;TNFSF4;CCR2;HAVCR2;RIPK2;IL18R1;IL33;IL1RL1;CD80;IL27RA;SOCS5,30,,,,
GOBP,GO:0045628,T cell,GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION,,NLRP3;ANXA1;HLX;IL4R;IL18;PRKCZ;RARA;BCL6;TNFSF4;CD86;SOCS5,11,,,,
GOBP,GO:0045622,T cell,GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,,BATF;MALT1;NLRP3;RC3H1;IL23R;IL27;GATA3;TBX21;ANXA1;HLA-DRA;HLA-DRB1;HLX;IL2;IL4;IL4R;IL12B;IL12RB1;IL18;IRF4;JAK3;JUNB;MIR21;SMAD7;FOXP3;ZBTB7B;IL23A;RC3H2;PRKCZ;RARA;BCL6;CCL19;NFKBIZ;SHB;TNFSF4;ZC3H12A;LOXL3;NFKBID;RIPK2;TNFSF18;CD80;CD86;SOCS5,42,,,,
GOBP,GO:0045066,T cell,GOBP_REGULATORY_T_CELL_DIFFERENTIATION,,LILRB2;BTN2A2;KAT5;LILRB4;DUSP10;CR1;CTLA4;FANCA;FANCD2;FOXO3;FUT7;IL4I1;PLA2G2D;KAT2A;DROSHA;HLA-DRA;HLA-DRB1;HLA-G;IFNG;IL2;IL2RG;IRF1;LAG3;LGALS9;MIR21;MIR30B;CD46;MDK;FOXP3;AMBRA1;PSG9;BCL6;VSIR;KLHL25;SOX12;TNFSF4;SOCS1;CD28;TOX,39,,,,
GOBP,GO:0042110,T cell,GOBP_T_CELL_ACTIVATION,,ADA;CD24;MICA;KLRC4-KLRK1;TSPAN32;ADAM8;RASGRP1;EBI3;CDK6;LILRB2;TCIRG1;SIRPB1;BTN2A2;GPNMB;CEBPB;KAT5;BATF;TNFSF13B;TRAF3IP2;CCR9;HSPH1;LILRB1;FGL2;MALT1;KDELR1;SPINK5;LILRB4;RIPK3;BTN3A1;CD160;KAT7;GLMN;HHLA2;CORO1A;DUSP10;TREX1;CD300A;VSIG4;NLRP3;SLAMF6;CGAS;TNFRSF13C;CLC;JAML;CLPTM1;PSMB11;CCR6;CCR7;TMIGD2;MAP3K8;ADORA2A;CR1;ATF2;SIRPA;CSK;PIK3R6;RC3H1;IL23R;CTLA4;CTNNB1;CTPS1;CTSG;CTSL;CXADR;NKX2-3;CLECL1P;CD55;ZFPM1;DDOST;DHPS;DLG1;AGER;DOCK2;DPP4;DTX1;DUSP3;GPR183;EFNB1;EFNB2;EFNB3;EGR1;EGR3;ARID2;NLRC3;AIF1;ELF4;TIGIT;EPO;ERBB2;AKT1;F2RL1;FANCA;FANCD2;FCER1G;FCGR2B;FGL1;FKBP1A;IKZF3;FKBP1B;ZBTB1;KLRK1;FOXJ1;FOXO3;FCHO1;FLOT2;JMJD6;TMEM131L;KIF13B;ICOSLG;NCSTN;SCRIB;PATZ1;CADM1;IL27;MTOR;ABL1;FUT7;FYN;ZNF683;IL4I1;TMEM98;LRRC32;PTPN22;GATA3;CLEC4E;PLA2G2D;GBA1;KAT2A;ABL2;LAT;FOXP1;PRELID1;IL36B;SIT1;TNFRSF21;GLI2;GLI3;IFNL1;CCDC88B;GPR18;LGALS9B;TRDC;RABL3;TRBC2;TRBC1;TRAC;DROSHA;PYCARD;BRD7;CD274;GSN;NCAPH2;ICOS;TBX21;ANXA1;NCKAP1L;HFE;PLA2G2E;CD209;STOML2;HLA-A;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQA2;HLA-DQB1;HLA-DQB2;HLA-DRA;HLA-DRB1;HLA-DRB3;HLA-DRB4;HLA-DRB5;HLA-E;HLA-G;MR1;HLX;HMGB1;AIRE;HES1;HSPD1;ICAM1;CLEC4D;IFNE;CLEC4G;IFNA1;IFNA2;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA21;IFNB1;IFNG;IFNW1;IGF1;IGF2;IGFBP2;IHH;IL1A;IL1B;IL2;IL2RA;IL2RG;IL4;IL4R;IL6;IL6R;IL6ST;IL7;IL7R;IL10;IL12A;IL12B;IL12RB1;IL15;TNFRSF9;IL18;IDO1;INS;IRF1;IRF4;ITGAL;ITK;ITPKB;JAG2;JAK2;JAK3;JUNB;KIT;KLRC1;ARG1;ARG2;RHOA;THEMIS;ILDR2;LAG3;LCK;LCP1;LEP;LEPR;LFNG;LGALS1;LGALS3;LGALS9;LIG4;RHOH;LMO1;LY9;LYN;MIR181C;MIR21;MIR27A;MIR30B;SMAD3;SMAD7;CD46;MDK;MEN1;MFAP3;KITLG;MICB;KMT2A;EIF2AK4;NRARP;TARM1;MSN;MYB;MYH9;NCK1;NKG7;PNP;P2RX7;PAWR;CLEC4A;FOXP3;ZBTB7B;PCK1;LEF1;ACTL6B;GPR89B;IL23A;CYRIB;PIK3CA;PIK3CD;PIK3CG;PIK3R1;PIK3R2;PKNOX1;PLA2G2A;PLA2G5;ATP7A;IL20RB;WNT4;SASH3;APBB1IP;RC3H2;DLL4;LAX1;PBRM1;PHF10;PPP3CA;PPP3CB;SIRPG;AMBRA1;CHD7;LMBR1L;PRKAR1A;PAG1;PRKCQ;PRKCZ;PRKDC;PRNP;CRTAM;METTL3;CYP26B1;PSEN1;B2M;PSG9;IFNK;DUSP22;PSMB10;TWSG1;ENTPD7;PELI1;ZMIZ1;BAD;PTGER4;ARID1B;PREX1;SH3RF1;GPAM;WDFY4;PTPN2;PTPN6;PTPN11;SLAMF7;ZP4;SLC46A2;PTPRC;BAX;SELENOK;RAB27A;RAC2;RAG1;RAG2;IL21;RARA;BCL2;RELB;ACTB;BCL3;BCL6;CDH26;RORA;RORC;RPL22;RPS3;RPS6;CEACAM1;CCL2;CCL5;CCL19;CCL21;BID;XCL1;SDC4;PRDM1;VSIR;NOD2;SEMA4A;NFKBIZ;AZI2;SFTPD;KLHL25;CLEC7A;PLA2G2F;SHB;SHH;BMI1;MARCHF7;BCL11B;RASAL3;SLAMF1;BMP4;SLC4A2;GPR89A;SLC7A1;LGALS9C;SLC11A1;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOD1;SOS1;SOS2;SOX4;SOX12;SP3;SPI1;SPN;SPTA1;SRC;SRF;BRAF;ZFP36L1;STAT3;STAT5B;STAT6;ZFP36L2;STK11;SYK;ADAM17;TCF7;ZEB1;TRGC1;TRGC2;PRDX2;TFRC;TGFBR2;THY1;TNFRSF1B;TP53;TRAF6;TSC1;TNFSF4;CCR2;TNFRSF4;TYK2;SCGB1A1;VAV1;VCAM1;WAS;WNT1;WNT10B;XBP1;YES1;ZAP70;ZBTB16;ZP3;LAPTM5;FZD5;NKAP;TNFAIP8L2;VTCN1;ARMC5;NHEJ1;TREML2;ZC3H12A;PDCD1LG2;CD276;PRR7;NDFIP1;CAMK4;DOCK8;ARID1A;EOMES;FZD7;FZD8;CASP3;ITCH;MAD1L1;CASP8;SLA2;NCK2;CARD11;ZC3H8;FOXN1;LOXL3;NFKBID;HAVCR2;HSH2D;PIK3R3;AP3B1;CAV1;ACTL6A;RUNX2;TNFSF11;RUNX1;RUNX3;CBFB;SOCS1;PDE5A;CBLB;TNFSF14;TNFSF9;TNFRSF14;RIPK2;FADD;IL1RL2;IL18R1;CD84;VNN1;BCL10;RAB29;AP3D1;CCND3;SLAMF9;TNFSF18;CEACAM21;SH2D2A;SART1;DNAJA3;CD1C;CD1D;CD2;CD3D;RSAD2;CD3E;CD3G;CD247;CD4;CD5;CD6;DLG5;CD7;CD8A;CD8B;SOCS6;CD83;CD27;CD28;CD80;CD86;TNFSF8;ATG5;MAPK8IP1;SOX13;CD40LG;CD44;CD47;SOCS5;CD70;CD74;CD81;RIPOR2;TOX;CD151;TESPA1;MAFB,555,,,,
GOBP,GO:0002286,T cell,GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,,BATF;LILRB1;FGL2;MALT1;NLRP3;SLAMF6;RC3H1;IL23R;ZFPM1;GPR183;F2RL1;FCER1G;FCGR2B;IL27;MTOR;TMEM98;GATA3;CLEC4E;FOXP1;IFNL1;TBX21;ANXA1;NCKAP1L;HLA-DMB;HLA-DRA;HLA-DRB1;HLX;HMGB1;ICAM1;CLEC4D;IFNE;IFNA1;IFNA2;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA21;IFNB1;IFNG;IFNW1;IL2;IL4;IL4R;IL6;IL6R;IL12B;IL12RB1;IL18;IRF4;ITGAL;JAK3;JUNB;LCP1;LGALS3;LGALS9;LY9;MIR21;SMAD7;CD46;MDK;MEN1;KMT2A;EIF2AK4;MYB;FOXP3;ZBTB7B;PCK1;LEF1;IL23A;ATP7A;APBB1IP;RC3H2;PRKCZ;PSEN1;IFNK;ENTPD7;PTGER4;RAB27A;IL21;RARA;RELB;BCL3;BCL6;RORA;RORC;RPS6;CEACAM1;CCL19;SEMA4A;NFKBIZ;SHB;SLC11A1;SPN;STAT3;STAT6;TP53;TSC1;TNFSF4;ZC3H12A;EOMES;LOXL3;NFKBID;HAVCR2;RIPK2;IL18R1;TNFSF18;CD1C;CD80;CD86;SOCS5;CD74;CD81,119,,,,
GOBP,GO:0002291,T cell,GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,,LILRB1;FGL2;HLA-DMB;ICAM1;ITGAL;LGALS3;LGALS9;APBB1IP;HAVCR2;CD81,10,,,,
GOBP,GO:0002457,T cell,GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,,TREX1;RFTN1;WAS;UNC93B1;KDM5D,5,,,,
GOBP,GO:0070231,T cell,GOBP_T_CELL_APOPTOTIC_PROCESS,,ADA;BCL2L11;ADAM8;KDELR1;RIPK3;CHEK2;CLC;LGALS16;GIMAP8;DFFA;PTCRA;TSC22D3;EFNA1;AKT1;KIFAP3;PRKD2;PRELID1;GLI3;CD274;HIF1A;FAS;IL2RA;FASLG;IL7R;IDO1;JAK3;ARG2;LGALS3;LGALS9;P2RX7;PDCD1;PIP;LMBR1L;PRKCQ;EBF4;GPAM;BAK1;SLC46A2;BAX;RAG1;BCL2;BCL3;RPS6;CCL5;ST3GAL1;BCL11B;BMP4;TP53;WNT5A;DOCK8;ZC3H8;RIPK1;FADD;BCL10;DNAJA3;CD27,56,,,,
GOBP,GO:0010818,T cell,GOBP_T_CELL_CHEMOTAXIS,,ADAM10;CCL26;CXCL13;DEFA1;GPR183;STK39;TMEM102;CXCL10;PIK3CD;PIK3CG;PLEC;CXCL16;S100A7;CCL3;CCL5;CCL21;CXCL11;XCL1;WNK1;SLC12A2;XCL2;ADAM17;DEFA1B;CCR2;WNT5A;TNFSF14;OXSR1,27,,,,
GOBP,GO:0002369,T cell,GOBP_T_CELL_CYTOKINE_PRODUCTION,,ARID5A;MALT1;LILRB4;NLRP3;CLC;CD55;DENND1B;GATA3;TBX21;HFE;HLA-A;HLA-F;IFNA2;IFNB1;IL1B;IL1R1;IL4;IL6;IL18;ARG1;SMAD7;FOXP3;SASH3;TRPM4;PRKCZ;B2M;XCL1;SLAMF1;MAP3K7;TNFRSF1B;TRAF2;TRAF6;TNFSF4;CCR2;FZD5;IL18R1;RSAD2;CD81,38,,,,
GOBP,GO:0030217,T cell,GOBP_T_CELL_DIFFERENTIATION,,ADA;ADAM8;RASGRP1;CDK6;LILRB2;TCIRG1;BTN2A2;KAT5;BATF;TRAF3IP2;CCR9;FGL2;MALT1;KDELR1;SPINK5;LILRB4;RIPK3;KAT7;DUSP10;NLRP3;SLAMF6;CLPTM1;PSMB11;CCR6;CCR7;CR1;ATF2;PIK3R6;RC3H1;IL23R;CTLA4;CTNNB1;CTSL;NKX2-3;ZFPM1;DOCK2;DTX1;GPR183;EGR1;EGR3;ARID2;ERBB2;FANCA;FANCD2;FCER1G;IKZF3;ZBTB1;FOXJ1;FOXO3;JMJD6;TMEM131L;PATZ1;IL27;MTOR;ABL1;FUT7;ZNF683;IL4I1;TMEM98;PTPN22;GATA3;CLEC4E;PLA2G2D;GBA1;KAT2A;FOXP1;PRELID1;IL36B;GLI2;GLI3;IFNL1;GPR18;RABL3;DROSHA;BRD7;NCAPH2;TBX21;ANXA1;NCKAP1L;HLA-DOA;HLA-DRA;HLA-DRB1;HLA-G;MR1;HLX;HMGB1;AIRE;CLEC4D;CLEC4G;IFNA2;IFNB1;IFNG;IHH;IL1A;IL1B;IL2;IL2RA;IL2RG;IL4;IL4R;IL6;IL6R;IL7;IL7R;IL12B;IL12RB1;IL15;TNFRSF9;IL18;IRF1;IRF4;ITK;ITPKB;JAG2;JAK3;JUNB;KIT;KLRC1;RHOA;THEMIS;LAG3;LCK;LEP;LEPR;LFNG;LGALS9;LIG4;RHOH;LY9;MIR21;MIR30B;SMAD7;CD46;MDK;MEN1;KMT2A;NRARP;MYB;PNP;FOXP3;ZBTB7B;PCK1;LEF1;ACTL6B;GPR89B;IL23A;PIK3CD;PIK3R1;PIK3R2;PKNOX1;ATP7A;WNT4;SASH3;RC3H2;DLL4;PBRM1;PHF10;PPP3CB;AMBRA1;CHD7;LMBR1L;PRKCZ;PRKDC;CRTAM;METTL3;CYP26B1;B2M;PSG9;ENTPD7;ZMIZ1;BAD;PTGER4;ARID1B;PREX1;SH3RF1;PTPN2;SLC46A2;PTPRC;RAG1;RAG2;IL21;RARA;BCL2;RELB;ACTB;BCL3;BCL6;RORA;RORC;RPL22;RPS6;CCL19;PRDM1;VSIR;SEMA4A;NFKBIZ;KLHL25;SHB;SHH;BMI1;BCL11B;BMP4;SLC4A2;GPR89A;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOD1;SOS1;SOS2;SOX4;SOX12;SP3;SPI1;SPN;SRF;BRAF;ZFP36L1;STAT3;STAT5B;STAT6;ZFP36L2;STK11;SYK;ADAM17;TCF7;ZEB1;PRDX2;TGFBR2;TP53;TSC1;TNFSF4;CCR2;VAV1;WNT1;WNT10B;XBP1;ZAP70;ZBTB16;FZD5;NKAP;ARMC5;NHEJ1;ZC3H12A;PRR7;CAMK4;ARID1A;EOMES;FZD7;FZD8;CARD11;ZC3H8;FOXN1;LOXL3;NFKBID;PIK3R3;AP3B1;ACTL6A;RUNX2;RUNX1;RUNX3;CBFB;SOCS1;TNFSF9;RIPK2;FADD;IL1RL2;IL18R1;VNN1;AP3D1;TNFSF18;SART1;DNAJA3;CD1D;CD2;CD3D;RSAD2;CD3E;CD3G;CD4;CD8A;CD83;CD27;CD28;CD80;CD86;TNFSF8;ATG5;SOX13;SOCS5;CD74;TOX;TESPA1;MAFB,300,,,,
GOBP,GO:0033077,T cell,GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,,ADA;ADAM8;RASGRP1;CDK6;RIPK3;CLPTM1;PSMB11;CCR6;CCR7;CTNNB1;DOCK2;EGR3;ERBB2;ZBTB1;FOXJ1;JMJD6;TMEM131L;ABL1;GATA3;GBA1;GLI2;GLI3;RABL3;NCAPH2;MR1;AIRE;CLEC4G;IHH;IL1A;IL1B;IL2RG;IL7R;TNFRSF9;ITPKB;JAG2;LIG4;FOXP3;WNT4;PRKDC;B2M;PTPN2;PTPRC;RAG1;RAG2;BCL2;RPS6;SHH;BMI1;BCL11B;BMP4;SOD1;SOS1;SOS2;SRF;BRAF;ZFP36L1;STAT5B;ZFP36L2;STK11;ADAM17;ZEB1;TP53;WNT1;ZAP70;FZD5;NKAP;PRR7;CAMK4;FZD7;FZD8;CARD11;ZC3H8;FOXN1;RIPK2;FADD;VNN1;DNAJA3;CD3D;CD3E;CD3G;CD28;ATG5;CD74;TOX;TESPA1;MAFB,86,,,,
